id	aminer_id	title 
12818	63d2649d-6754-4bd4-bc51-15359a846099	Toward quantitative estimates of binding affinities for protein–ligand systems involving large inhibitor compounds: A steered molecular dynamics simulation route	
12819	d715c62a-e4ec-4f8d-be94-0d1e78e6e031	Summation through stochastic drawing of addends under steered morphing	
12820	a6857720-edd8-4a6a-bb83-0a006b567c7d	Looking for some free energy? Call JEFREE (…).	
12821	30f40da8-de4a-4e99-aa3f-12b7660b548d	Multidimensional integration through Markovian sampling under steered function morphing: A physical guise from statistical mechanics ☆	
12822	fd3d8e2b-e9ce-447d-af86-55c50767e20f	Scalable validation of industrial equipment using a functional DSMS	
12823	eb6f52a3-6f10-4136-b631-b036ce2830c9	Supporting elastic collaboration: integration of collaboration components in dynamic contexts	
12824	772cea1b-cd12-404f-aeb0-9aa81e5e8d9d	Monte Carlo implementation of financial simulation on Cell/B.E. multi-core processor	
12825	2a431c04-9546-4d56-b538-e705b03c1c6a	Design and implementation of a point-of-care computerized system for drug therapy in Stockholm metropolitan health region--Bridging the gap between knowledge and practice.	
12826	30f41f45-7b64-4a20-a213-2f2424a007b6	A Framework for Implementation-Independent Simulation Models	
12827	dae10ff1-1df5-4ecf-b837-b68b466f807e	Modeling boiling points of cycloalkanes by means of iterated line graph sequences.	
12828	30f44035-0d41-42c0-b243-9bb87a9929dd	Relation between distance-based topological indices.	
12829	44327d65-3863-4fce-8f3b-6e2764e2a4ec	A method to generate equiprobale runs in TFPG models	
12830	4e355c72-29a8-4a8e-af35-c93e415e1a95	Fault detection and resolution based on extended time failure propagation graphs	
12831	3f61fd68-bc38-4dc2-a1be-2b2306f67928	Fault identification by incomplete, asynchronous and partially unforeseen events	
12832	30f49630-cd94-4117-9e65-4db815e60e27	A domain specific language oriented to fault detection, isolation and recovery	
12833	aa95c2c4-8e84-4e23-b8b0-6cf5a56d19db	State aggregation approximate dynamic programming for model-based spacecraft autonomy	
12834	e8f7081f-ca65-4001-ad2d-b7ecb329114a	Model Predictive Control for Luminous Flux Tracking in Light-Emitting Diodes	
12835	98ed0833-c792-417f-b8dd-76d94774e024	Photoelectrothermal model predictive control for Light Emitting Diodes	
12836	30f4a3f5-82cf-4fd0-9238-ddf69a91f7bd	Relationship between the Features as Well as Industrial Organization Form of Creative Idea and Creative Idea Management System	
12837	30f4c0c8-1e17-4876-a86d-ca09899de632	Economical digital and pulse-width control of land-survey mini-satellites	
12838	9e76bf76-23c6-4c3e-bf6a-d163d81e9dbe	Desenvolvimento de Linked Data Mashups com o uso de LIDMS.	
12839	146b7786-0de1-4858-aae5-06b3673fb7ce	Junções Adaptativas em Consultas Federadas sobre Linked Data.	
12840	73cc4d63-1232-4fdc-9a4b-c3b496f76c6b	QEF-LD - A Query Engine for Distributed Query Processing on Linked Data	
12841	30f4da02-aa87-4e08-8517-b3418913438d	A semantic integration approach to publish and retrieve ecological data	
12842	59a7569b-2236-4a7b-9df2-4a96ef081410	Integrating Ecological Data Using Linked Data Principles.	
12843	f643e60a-323e-4322-a074-4ae722464944	A metaphoric trajectory data warehouse for Olympic athlete follow-up	
12844	bbd04652-a790-4fb3-935f-d2bf72df6b48	Conceptual View Representation of the Brazilian Information System on Antarctic Environmental Research	
12845	30f5288f-b54e-4345-99ad-62799549cb69	COHERENCE RESONANCE IN A FITZHUGH–NAGUMO ELECTRONIC SYSTEM	
12846	30f569d0-dbaa-47a4-902f-6c08a1c726e3	Developing a mobile recommender system	
12847	35154b65-cc6c-4312-93b1-77f1940a0142	Land information system: An interoperable framework for high resolution land surface modeling	
12848	30f59722-3d9f-4452-ac82-bcf64ed1d389	High-performance Earth system modeling with NASA/GSFC’s Land Information System	
12849	52faea02-0d23-41e0-80db-3d408769dbbe	High-performance land surface modeling with a Linux cluster	
12850	df5bdef9-50c6-40cb-a46f-215698c8193e	Adjusting for Long-Term Anomalous Trends in NOAA's Global Vegetation Index Data Sets	
12851	30f5e2be-9070-4817-85bc-279e8fba35ea	Introducing Cool School: Where Peace Rules and Conflict Resolution can be Fun	
12852	81bc3295-160b-43a2-a1fa-58984fd95111	Genderbender, smartstall, the automatic confession machine	
12853	c1d24c8f-96f2-4569-9aab-55d377ed4df2	Interactive art and artificial reality (panel session)	
12854	a52c8625-d54e-4b1f-8f41-1fdf3b3a5fa3	Digital image/sound and the fine arts: a double major with computer science and fine arts	
12855	30f60ec9-4cab-4023-90b3-6356b7bdd85c	The smart stall	
12856	b17bcf6e-1959-4a73-bd2f-ca2dee1a2a5e	Image Resolution Enhancement using Inter-Subband Correlation in Wavelet Domain	
12857	8e00ebad-8e5d-4a32-8f32-47854956ed72	An adaptive divide-and-predict coding for intra-frame of H.264/AVC	
12858	29cfbc6b-5634-40cf-89ae-6ceef74c10ac	New Forming Scheme of Reference of LL Band for In-Band Video Coding with Spatial Scalability	
12859	066c7c2a-1717-4658-9dd2-1b8bdfe54732	Adaptive Interpolation-Based Divide-and-Predict Intra Coding for H.264/AVC	
12860	644cfd66-65f7-4e15-a93d-7f9ae4ee8597	Sample adaptive offset in AVS2 video standard	
12861	49098587-813b-4dd5-875d-829c0532b612	Intra coding of AVS2 Video Coding Standard	
12862	30f62062-be99-4ffa-b5f1-00c4df3b400c	Coding efficiency comparison of new video coding standards: HEVC vs VP9 vs AVS2 video	
12863	914083e8-d0d7-4c51-9873-17ec73ba867b	Plural Yöntemi ile BPMN Tabanlı Özne Yönelimli Süreç Modelleme: Örnek Olay İncelemesi.	
12864	69205d2c-ab99-4dd9-a8e9-686e2487408c	AiOLoS: Yazılım Geliştiren Organizasyonlarda Örgütsel Öğrenmeyi Değerleme Modeli.	
12865	520464c3-a77e-45e6-b88d-33341968d374	Assessing Organizational Learning in IT Organizations: An Experience Report from Industry	
12866	30f63044-1c7e-4cb7-9a7d-ac856ad86424	AiOLoS: A model for assessing organizational learning in software development organizations	
12867	30f668c0-700f-4e11-a7d2-08114efba07f	Modelo para la recomendación y recuperación de objetos de aprendizaje en entornos virtuales de enseñanza/aprendizaje	
12868	1aa76423-bfab-488e-a4d4-fcaa3fcc12b0	A mixed filter algorithm for cognitive state estimation from simultaneously recorded continuous and binary measures of performance	
12869	c72c3667-bbd1-4749-8ce9-fc01980557a7	Tracking the sleep onset process: an empirical model of behavioral and physiological dynamics.	
12870	30f6ae7c-d03d-4254-8107-1f78d11a8db2	A general likelihood framework for characterizing the time course of neural activity.	
12871	ad7ad590-103c-49fd-b634-ce1e5b3ecde2	A Spectral Approach to Graphical Representation of Data.	
12872	cd857a7e-2e80-4fb9-b80a-a29474b23e0f	Laplace eigenvalues and bandwidth-type invariants of graphs	
12873	9b94a32e-9662-4c56-879f-14c5fc6a0d9a	List edge-colorings of series-parallel graphs	
12874	472b613f-f227-412d-a699-ca8b5de1da68	FAST COMPUTATION OF THE WIENER INDEX OF FASCIAGRAPHS AND ROTAGRAPHS	
12875	21316234-0561-41d9-9c97-8c5ba6b9b04f	The circular chromatic number of a digraph	
12876	fe791d1f-6959-4e8d-a32e-a1f8b3c81eff	Bond Contributions to the Wiener Index	
12877	f30374e3-765d-42fb-82bc-01eb88091f04	Distance-related invariants on polygraphs	
12878	ce28de11-d991-4616-b830-6350b2313f94	Graphs of degree 4 are 5-edge-choosable	
12879	cb54c993-89e6-440a-ab2e-ee6e63776f45	Planar Graphs Without Cycles of Specific Lengths	
12880	c19febfc-a9fc-421a-861a-f508214fe07d	Obstructions For 2-Möbius Band Embedding Extension Problem	
12881	a6292fb9-7244-488d-9f15-f48ee01fcb44	List Total Colourings of Graphs	
12882	783d28eb-4891-4ab5-ad5f-b79fc580e1cc	On list edge-colorings of subcubic graphs	
12883	4f3f6e18-4606-44bd-88e6-8046d8d775f3	Systems of Curves on Surfaces	
12884	4f062520-592d-4f1c-b9bf-02744dc48feb	Optimal linear labelings and eigenvalues of graphs	
12885	30f6d1b8-78a2-4607-8322-b526bc01cbeb	2-Restricted extensions of partial embeddings of graphs	
12886	dc305a39-6b60-44ac-8c5e-d4b309526a16	High b-value and diffusion tensor imaging in a canine model of dysmyelination and brain maturation	
12887	bc992a7b-444a-4cf5-81fe-c84cbbac81d7	5-HT1A binding of [18F]MEFWAY in the rhesus monkey	
12888	5e323361-3188-4044-8c8e-647899451915	5-HT1A sex based differences in Bmax, in vivo KD, and BPND in the nonhuman primate.	
12889	0553e70b-c2c5-4d4c-8162-b591af1e7a5d	Sparse and Optimal Acquisition Design for Diffusion MRI and Beyond	
12890	362489c4-bf58-4283-97a7-3843843249fa	Functional neuroimaging correlates of finger tapping task variations: An ALE meta-analysis	
12891	733d2e96-6987-4331-af32-a0fd0242ef26	Disjunctive Cuts for Continuous Linear Bilevel Programming	
12892	30f738d8-7cf2-4898-ba2d-db8d1b698214	A note on the definition of a linear bilevel programming solution	
12893	55085fe1-7d4f-448c-afd5-6dfd221ce944	Approach based on fuzzy goal programing and quality function deployment for new product planning	
12894	02c55eba-214a-47db-aed6-489b6f2cd3af	Fuzzy Nonlinear Models for New Product Development Using Four-Phase Quality Function Deployment Processes	
12895	e81a3fa9-d7c4-483b-b9c5-91e4d0e2ee75	Fuzzy linear programming models for NPD using a four-phase QFD activity process based on the means-end chain concept	
12896	dedcf9a3-9aea-4618-a1c0-7fb5168c9a27	Exploiting 2-tuple linguistic representational model for constructing HOQ-based failure modes and effects analysis	
12897	8839fb4e-f304-400e-ae79-8ea876fd9fc0	Fuzzy approaches to quality function deployment for new product design	
12898	34b901fa-ff1b-4812-879c-93a6ed4da6eb	A fuzzy nonlinear model for quality function deployment considering Kano's concept	
12899	30f73b3b-d98b-49de-b500-79a85787d7f6	Fuzzy Approaches for Constructing House of Quality in QFD and Its Applications: A Group Decision-Making Method	
12900	30f760cc-46da-4d8c-b2f9-d13318272470	Multidimensional analysis model for a document warehouse that includes textual measures	
12901	5c63907c-a116-4d24-a424-71028f70b9c0	Difference-Quadrature Schemes for Nonlinear Degenerate Parabolic Integro-PDE	
12902	d591e162-fccc-40bd-9768-be30476d05b0	A Finite Element Like Scheme for Integro-Partial Differential Hamilton-Jacobi-Bellman Equations	
12903	cbf82015-ade1-4500-a08c-d883dc41bacb	Continuous dependence estimates for nonlinear fractional convection-diffusion equations	
12904	c465407a-7b2b-43f1-87e9-444aa707c623	On the spectral vanishing viscosity method for periodic fractional conservation laws	
12905	9e32f672-a36f-4e2e-a6ef-6fe1b703d5df	Error estimates for approximate solutions to Bellman equations associated with controlled jump-diffusions	
12906	678710d5-bddf-46d4-b1fc-8eb1853d126c	$L^1$ Contraction for Bounded (Nonintegrable) Solutions of Degenerate Parabolic Equations	
12907	5b590d0d-6b09-4ec1-83bb-23c36c88dcab	On numerical methods and error estimates for degenerate fractional convection–diffusion equations	
12908	4ff497a5-803f-463f-911a-5226233cdfe5	Error bounds for monotone approximation schemes for parabolic Hamilton-Jacobi-Bellman equations	
12909	3f9a28b1-b95a-40e1-9916-0a78b286d645	Semi-Lagrangian schemes for linear and fully non-linear diffusion equations	
12910	30f76ac0-a3d0-416a-8aee-7a14436e566f	Error Bounds for Monotone Approximation Schemes for Hamilton-Jacobi-Bellman Equations	
12911	c1763a60-16c8-4d50-8325-440d347ad7d6	Factors impacting accurate Cole-impedance extractions from magnitude-only measurements	
12912	99a752c8-b70a-4660-ac5b-f593cdbaac72	Low-voltage commercial super-capacitor response to periodic linear-with-time current excitation: a case study	
12913	c2311ab3-b059-4c6e-b11a-422fe06ee8db	Determination of supercapacitor metrics using a magnitude-only method	
12914	ee53f9d4-d0b6-49d0-b134-0a57d4cf243a	Emulation of current excited fractional-order capacitors and inductors using OTA topologies	
12915	3ee5bb5e-5f3b-4e75-adbf-0cbc125b17e9	Comparison of (1+α ) Fractional-Order Transfer Functions to Approximate Lowpass Butterworth Magnitude Responses	
12916	554ab14d-099a-449f-a6e4-0adc5f81a7e9	Approximated Fractional-Order Inverse Chebyshev Lowpass Filters	
12917	9b5d10d2-8af9-4195-be19-58e284c06592	Field programmable analogue array implementation of fractional step filters	
12918	e6eb2908-95b1-4d14-9e01-30e8bc14e641	Improved Cole-Cole parameter extraction from frequency response using least squares fitting	
12919	e0df014f-6aa4-40b8-8837-0eb6ddfb31c1	A Survey of Fractional-Order Circuit Models for Biology and Biomedicine	
12920	7df8bbd7-9668-460e-bd21-42fe548bb045	Towards the realization of fractional step filters	
12921	4f6e1499-3c99-4748-9315-b9f1c88e6963	Extracting the parameters of the double-dispersion Cole bioimpedance model from magnitude response measurements	
12922	44d5cde0-a9f5-4aff-8fcd-425159b69414	On the practical realization of higher-order filters with fractional stepping	
12923	3437d9a0-048a-4896-ba57-61dedcb1586a	Measurement of Supercapacitor Fractional-Order Model Parameters From Voltage-Excited Step Response	
12924	30f77375-c47e-4c41-8494-eb738d073b4c	Accurate time domain extraction of supercapacitor fractional-order model parameters	
12925	30f78172-cb6c-42f6-8875-ca12c93f3a6f	On the use of reachability Gramians for the stabilization of linear periodic systems	
12926	30f78a21-b455-48a4-99d9-9758a72e39bc	Architecture issues and solutions for a high-capacity FPGA	
12927	99863fd4-79ae-4989-9c79-7b8f4991665b	Performance evaluation of IEEE 802.11 DCF in comparison with IEEE 802.11e EDCA	
12928	d0c488fd-37c2-4b0e-96ad-d3223c8095aa	Optimal roadside units placement in urban areas for vehicular networks	
12929	30f7dcb2-69fd-4e03-9255-a157dd24ddbd	PMTR: Privacy-Enhancing Multilayer Trajectory-Based Routing Protocol for Vehicular Ad Hoc Networks	
12930	181bd5f7-d6ce-4d82-a7f1-74593be0ffd0	Software feature model recommendations using data mining	
12931	c25422a2-a10f-456d-b821-e70b9ebafeb8	Pareto-optimal search-based software engineering (POSBSE): A literature survey	
12932	a7ca53af-246b-48f2-aaa1-fb85e3627b58	OPTI-SELECT: an interactive tool for user-in-the-loop feature selection in software product lines	
12933	9c889d36-00ad-402f-a916-e353ba466cdf	On the value of user preferences in search-based software engineering: a case study in software product lines	
12934	871c9efb-214e-4ebc-bf13-13f104a2b3a4	Optimum feature selection in software product lines: let your model and values guide your search	
12935	30f7e843-0c0c-4b2e-8130-a05870b0c362	Scalable product line configuration: A straw to break the camel's back	
12936	a9f5e980-f9ec-437e-9db1-26dc8a1fa054	Some refinements for non quadratic stabilization of continuous TS models	
12937	68543fb3-586e-4eb5-9baf-6865dbead060	Local non-quadratic H-infinity control for continuous-time Takagi-Sugeno models	
12938	5fa08ea0-3bf7-40a2-9f91-3dd65feec888	Non-quadratic stabilization of Takagi-Sugeno models: A local point of view	
12939	06793517-d5cb-4ae8-8f81-0b73ef34ac3a	Improvements on local non-quadratic stability of Takagi-Sugeno models	
12940	fa342604-b44e-4b61-a2ba-bf9d4c82c5f0	Nonquadratic Stabilization of Continuous T–S Fuzzy Models: LMI Solution for a Local Approach	
12941	e495ed91-2902-4625-a01c-eed4dcbb161d	Finsler's relaxation for local H-infinity controller design of continuous-time Takagi-Sugeno models via non-quadratic Lyapunov functions	
12942	e177717d-4022-466f-9806-21a17e7b0df9	Stability analysis of polynomial fuzzy models via polynomial fuzzy Lyapunov functions	
12943	30f81311-07b2-4953-8b09-5d416eb84876	New controllers and new designs for continuous-time Takagi-Sugeno models	
12944	7c7f1347-5af3-46cd-bd31-c17716250625	Robust controller design for uncertain T-S fuzzy systems with time-varying delays	
12945	7e5ae07a-5755-4170-a87f-ac9fedac3a69	Une approche basée sur des données mixtes - mesures et estimations - pour la détection de défaillances d'un système robotisé.	
12946	df9b1092-fe24-4649-9d33-174b1861ea84	H-infinity decentralized Static Output Feedback controller design for large scale Takagi-Sugeno systems	
12947	df7bf272-355c-46b2-8819-e2dae66caa13	Non-PDC controller design for Takagi-Sugeno models via line-integral Lyapunov functions	
12948	be7ded52-4a20-44a4-be75-c86237033850	Comments on Fuzzy Control Systems Design via Fuzzy Lyapunov Functions	
12949	bd09c922-b815-4320-9d69-5d7512a3ea16	A SOS based alternative to LMI approaches for non-quadratic stabilization of continuous-time Takagi-Sugeno fuzzy systems	
12950	b9ea98d1-6557-4be5-849d-9b9a1c011a75	Fuzzy Lyapunov LMI based output feedback stabilization of Takagi-Sugeno systems using descriptor redundancy	
12951	b6267e30-586e-4405-8496-d3a25c6fe980	Decentralized Static Output Feedback control of interconnected fuzzy descriptors	
12952	ade462ca-5ae6-4403-912b-1c27b136e5f4	Fuzzy Lyapunov decentralized control of Takagi-Sugeno interconnected descriptors	
12953	9429da2e-567f-4899-a513-ef82369d91d0	Decentralized control of large scale switched Takagi-Sugeno systems	
12954	838f6c35-457a-43fd-a1d1-be42d297cbe3	Static Output Feedback controller design for Takagi-Sugeno systems - a Fuzzy Lyapunov LMI approach	
12955	6fb29043-ecff-439f-a9de-82508d55987b	LMI Stability Conditions for Takagi-Sugeno Uncertain Descriptors	
12956	1ee42ffa-378b-4e2e-928a-e66818f16db5	Trajectory generator design based on the user's intentions for a CMC lower-limbs rehabilitation device	
12957	fa57d0c7-a463-4159-ad59-34c7b765f38a	Robust dynamic output feedback fuzzy Lyapunov stabilization of Takagi--Sugeno systems---A descriptor redundancy approach	
12958	c181668c-a48f-4f08-8fc5-2eda7356b321	Robust non-quadratic static output feedback controller design for Takagi-Sugeno systems using descriptor redundancy	
12959	8cf62dad-af80-46f5-a24e-f574781b843f	Redundancy approach for fuzzy Lyapunov stabilization of Takagi-Sugeno descriptors	
12960	5abc7428-4441-40b7-9737-cc59e1fc3643	Non-quadratic local stabilization for continuous-time Takagi--Sugeno models	
12961	4607d0ee-2d6e-415e-a0cb-2ba58969ea51	H∞ Based Decentralized Fuzzy Lyapunov Controller Design for Takagi-Sugeno Interconnected Descriptors	
12962	30f83001-8b03-468c-a1ad-eac3586a33d4	The realization of broadband carrier communication in remote automatic meter reading system	
12963	02652bcf-1cb9-478e-b16e-4861cb79b6c3	Resilience of traffic networks: From perturbation to recovery via a dynamic restricted equilibrium model	
12964	82cfa59e-3559-4edb-bd8e-3499264aa17b	A study on the effects of damage models and wavelet bases for damage identification and calibration in beams	
12965	6b0279e8-3a32-421d-a242-ace0d33e71b5	Passive and Adaptive Damping Systems for Vibration Mitigation and Increased Fatigue Service Life of a Tied Arch Railway Bridge	
12966	30f88367-30f8-401d-a1cd-1b95a7d35e25	Experimental study of curvature-based control laws for obstacle avoidance	
12967	e90ff171-3100-4ec2-95ce-e602a3b21027	A dynamic multiple copy approach for message passing in a virtual cut-through environment	
12968	af8341a0-6558-4f7a-8d1a-9a4fc42b01f1	Improved non-real-time communication in FDDI networks with real-time traffic	
12969	8efa7277-d436-4c42-a0ca-14c370ca8acf	A service policy for real-time customers with (m,k) firm deadlines	
12970	44eb687a-6e2e-499e-b0c0-15d746fecf52	Deferring real-time traffic for improved non-real-time communication in FDDI networks	
12971	30f898e6-ae13-4de6-adc6-53fe697655b0	Selection of timed token protocol parameters to guarantee message deadlines	
12972	f9210676-d1ae-4392-a13f-578a6d72a600	Reader in Science Information, edited by John Sherrod and Alfred Hodina, Washington, D.C.: Microcard Editions, 403 pages (1973).	
12973	f94a3d13-8562-4a7b-a93a-5c334a568dfa	Book Availability and the Library User. Michael K. Buckland. New York: Pergamon Press, 196 p. (1975).	
12974	fc4d9da1-3c43-4655-93ca-8ca259bfd2d4	A Bibliometric Analysis of Certain Information Science Literature.	
12975	8f9f642d-cc07-4ce2-a643-a0c3a2e43c47	The library of congress: A proposed role in a national information and referral network	
12976	30f8edc4-ac9a-472c-a738-47c5f2852fcf	The Oral Antecedents of Greek Librarianship. H. Curtis Wright. Foreword by Jesse H. Shera, afterword by H.J. de Vleeschauer. Provo, UT: Brigham Young University Press (1977). 237 p.	
12977	f6b5006d-a211-49c4-b6f5-a418a2da131a	Visual Exploration of Unstructured Regulatory Documents	
12978	af942c6f-4c49-425b-b1e6-a0178d423267	PCOS: Prescient Cloud I/O Scheduler for Workload Consolidation and Performance	
12979	d40e535f-a224-4fb1-9bc6-ced69e12ce04	PriDyn: Enabling Differentiated I/O Services in Cloud Using Dynamic Priorities	
12980	30f92832-71ee-44b1-810a-a075f3012e8f	PriDyn: Framework for Performance Specific QoS in Cloud Storage	
12981	e902886c-277e-448f-b14b-ae792c6e0ac1	Wearable Multi-Frequency and Multi-Segment Bioelectrical Impedance Spectroscopy for Unobtrusively Tracking Body Fluid Shifts during Physical Activity in Real-Field Applications: A Preliminary Study	
12982	db4a4362-8b52-4a5c-b0e9-d8abc5bdc56e	Automotive Three-Dimensional Vision Through a Single-Photon Counting SPAD Camera	
12983	88cb9289-bc48-4ba2-bccc-6011b840a269	A High-Linearity, 17 ps Precision Time-to-Digital Converter Based on a Single-Stage Vernier Delay Loop Fine Interpolation	
12984	633126b3-3f7a-42c9-807e-0be66a331a57	Low-noise and large-area CMOS SPADs with timing response free from slow tails	
12985	4d18ce98-b990-417a-856d-23c3d9f99416	Feasibility of Long-Term Monitoring of Multifrequency and Multisegment Body Impedance by Portable Devices	
12986	30f92d79-9973-4666-8f41-d1611feaf550	Analog SiPM in planar CMOS technology	
12987	fac695bb-fc71-45fd-8fd4-a19d4ca732df	Low dark count rate and low timing jitter InGaAs/InP Single-Photon Avalanche Diode	
12988	ca8b4718-c360-46fe-a10e-db09d19cbe77	Current crowding in faulty MOSFET: optical and electrical investigation	
12989	0cd8897e-a462-4a49-8e85-4c96443dd04e	Implementation of TRE systems into Emission Microscopes	
12990	ee7c9f32-afae-4f9b-93a1-525bbc80afed	An integrated active-quenching circuit for single-photon avalanche diodes	
12991	9ba5caa7-60a2-4a7d-892d-99feccfe95f1	CMOS circuit testing via time-resolved luminescence measurements and simulations	
12992	f3f3f53a-0945-47d7-99dd-8381c8ec6b78	Single-photon avalanche diode arrays for fast transients and adaptive optics	
12993	e68fe4e6-7642-4908-92e5-3463244f8c40	60-channel high-resolution counter array for high-speed continuous long-term data acquisition	
12994	b585e2d8-22e0-4bf2-90ab-4064127ec19b	Innovative packaging technique for backside optical testing of wire-bonded chips	
12995	b525016f-c060-4fe6-8db6-951957516f83	Tools for contactless testing and simulation of CMOS circuits	
12996	a6ae1d6a-cf31-40a6-8dfa-8553787b941e	Backside Flip-Chip testing by means of high-bandwidth luminescence detection	
12997	ca14bf52-09bd-4243-8f68-e45a225b0b74	A Gibbs sampling disaggregation model for orographic precipitation	
12998	30f94125-39b5-4b29-a733-a85f7085f396	Information technologies in a wider perspective: integrating management functions across the urban–rural interface	
12999	c0422358-52d2-47f0-b2b9-1fdc9399c1aa	Using Evolutionary Optimization Techniques for Scheduling Water Pipe Renewal Considering a Short Planning Horizon	
13000	30f94d20-aa59-47dc-a0ac-40a1a5dcd025	Object-oriented software architecture recovery using a new hybrid clustering algorithm	
13001	30f9608b-9a50-479b-a903-256570627a7f	FFRT - A Fast Finite Ridgelet Transform for Radiative Transport	
13002	ac7201f3-c989-4679-baa6-a7b6ac22d7f2	Optimal Approximation with Sparsely Connected Deep Neural Networks	
13003	4fa2ad08-a8db-41ed-af28-98a95fa120b8	Energy Propagation in Deep Convolutional Neural Networks	
13004	2e745a6d-1038-4cef-b2d4-f1c727b8eded	A shearlet-based fast thresholded Landweber algorithm for deconvolution	
13005	e04b48fb-2028-4773-a553-bc94d1394b44	Discrete Deep Feature Extraction: A Theory and New Architectures	
13006	42dcaa1c-0c52-4d26-99fd-8abafef5a806	Deep convolutional neural networks on cartoon functions	
13007	2a949387-b238-4b7b-a0a0-27da1b40936d	Phase retrieval in the general setting of continuous frames for Banach spaces	
13008	55ccab61-6e06-4687-94e5-38b686743556	Ridgelet Methods for Linear Transport Equations	
13009	15f93d72-7925-4a0b-bd50-438c571493de	ε-subgradient algorithms for locally lipschitz functions on Riemannian manifolds	
13010	4f68f5d7-dc0b-4311-8f2c-d10c6a06bdc8	Scattered manifold-valued data approximation	
13011	92f550aa-ddf0-4ce4-8703-928427c2f9e4	Edge offset meshes in Laguerre geometry	
13012	8d85ab84-3962-4116-8deb-846ae0bd44b8	Approximation order from stability for nonlinear subdivision schemes	
13013	705e9ba1-3a6d-4704-86d9-78d27330a871	Optimal A Priori Discretization Error Bounds for Geodesic Finite Elements	
13014	6ab8f372-a92f-492d-9011-e0c4206cd2f0	Bandlimited shearlet-type frames with nice duals	
13015	5532dbb4-de20-4354-9d98-d65c659e759a	Geometric multiscale decompositions of dynamic low-rank matrices	
13016	123bdfdf-eed5-41c6-bb09-02fe873c2bf9	Laguerre minimal surfaces, isotropic geometry and linear elasticity	
13017	f6a628c4-e008-4019-9453-d78df4bc0f85	A General Proximity Analysis of Nonlinear Subdivision Schemes	
13018	b5a72c61-9b14-4579-beb1-5fe8b71c6138	Smoothness Properties of Lie Group Subdivision Schemes	
13019	8e3b106b-8c46-4062-a3ff-7b381a40639a	Smoothness equivalence properties of univariate subdivision schemes and their projection analogues	
13020	8fa684f2-c016-40b0-9aaf-4a4578a03365	Approximation order of interpolatory nonlinear subdivision schemes	
13021	8198a823-967e-46a6-8a57-dde490e424d6	Smoothness Analysis of Subdivision Schemes on Regular Grids by Proximity	
13022	520bd690-6958-413f-977e-f4e07a3b0d5c	Refinable functions for dilation families	
13023	cde7a34a-dc85-465d-8adf-2b6031866c4d	Matrix models for noncommutative algebraic manifolds	
13024	c433bbbd-409a-4d08-aafc-e872d597f833	Almost Hadamard matrices: The case of arbitrary exponents	
13025	672ab1a5-8b0e-437f-b993-85558f452688	Almost Hadamard Matrices: General Theory and Examples	
13026	30f9e987-fcb4-4089-94ef-e5f9bb5f4acd	On polynomial integrals over the orthogonal group	
13027	3f08e056-30f8-4dd7-97bb-72beebb3e7eb	CleverNAO: The intelligent conversational humanoid robot	
13028	f8c5af0f-e574-4d08-9269-a82c3fa6f2b6	A robotic arm simulator software tool for use in introductory robotics courses	
13029	e60ebd6e-2e50-4bd5-9718-1e9b327dd351	FAST learning: A new didactic method in software engineering	
13030	ae41a6e6-9102-4303-91f1-8cf03a605357	Building an undergraduate robotics laboratory serving the STEM curriculum	
13031	30f9ffa5-4069-41a8-a7c0-1bba43ca8f36	Small is Beautiful: Embedded Systems Projects in an Undergraduate Software Engineering Program	
13032	9238c879-4bfd-48c0-b442-7f2e7284ddd7	The role teachers' expectations and value assessments of video games play in their adopting and integrating them into their classrooms	
13033	de1f538a-4526-4d49-90fd-e651890fb67d	Leveraging Multitasking Opportunities to Increase Motivation and Engagement in Online Classrooms: An Action Research Case Study	
13034	85b841fc-768b-412a-bf9c-aa9d1905e710	Evaluating the Relationship between Cognitive Style and Pre-Service Teachers' Preconceived Notions about Adopting Console Video Games for Use in Future Classrooms	
13035	5de8aa3e-f9d3-48e5-93f7-4de3f7c07b5d	WAVES IN ISOTROPIC TOTALISTIC CELLULAR AUTOMATA: APPLICATION TO REAL-TIME ROBOT NAVIGATION	
13036	98ba09e8-c1d2-4e0e-b05e-e9784cd73411	Effects of Spike Anticipation on the Spiking Dynamics of Neural Networks	
13037	8e7abdf7-6210-4dbd-a9f4-328d6a33941a	Neural Network Architecture for Cognitive Navigation in Dynamic Environments	
13038	75732bd5-7850-4a2b-aedc-ff1ab052bd59	Prediction-for-CompAction: navigation in social environments using generalized cognitive maps	
13039	30fa0a1b-1688-4016-8924-9bedefe8fb26	Compact internal representation of dynamic situations: neural network implementing the causality principle	
13040	c17a4427-1833-407f-ba84-8b04fe27329d	Long-Range Electron Transport Donor-Acceptor in Nonlinear Lattices	
13041	c9838c51-0a4c-461b-9b2b-47e8e6f7110e	Roving Robots Gain from an Orientation Algorithm of Fruit Flies and Predict a Fly Decision-Making Algorithm	
13042	f81781b2-09bd-4f25-a4e5-dca13e02fe45	NUMERICAL EVIDENCE OF SOLITON-MEDIATED ELECTRON PAIRING IN HEATED ANHARMONIC CRYSTAL LATTICES*	
13043	eb460cbf-984e-46f3-a6d6-1d5193d41ccd	THERMAL SOLITONS AND SOLECTRONS IN 1D ANHARMONIC LATTICES UP TO PHYSIOLOGICAL TEMPERATURES	
